,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
2412,2412,R5fkkdmXmc8,UCbM5d03vj3kNmYyJjw2t9rg,"ES UN INSULTO Y UNA AFRENTA A LOS PUEBLOS LATINOAMERICANOS LA EXISTENCIA DE LA MONARQUIA ESPAÑOLA MAXIMO SABIENDO QUE SU RIQUESAS ES FRUTO DE EL SAQUEO  DE NUESTROS PUEBLOS DEL CUAL LOS BORBONES SON CULPABLES, ABAJO LA MONARQUIA ESPAÑOLA Y QUE DIOS SE ACUERDE DE VIEJO EMERITO CULION Y MATAELEFANTES  Y DE TODA ESA GENTUZA QUE VIVEN A COSTAS DEL PUEBLO",insulto afrenta pueblo latinoamericano existencia monarquia espa maximo sabiendo riquesa fruto saqueo pueblo borbon culpabl abajo monarquia espa dio acuerd viejo emerito culion mataelefant toda gentuza viven costa pueblo,[0. 0. 0. ... 0. 0. 0.],-1.0
2413,2413,R5fkkdmXmc8,UCcYCD8hmu1Igphw4P0j5xtw,"Admirable, increíble, extraordinario, legendario, Carmen Calvo a dicho la única verdad.",admir incr extraordinario legendario carmen calvo dicho nica verdad,[0. 0. 0. ... 0. 0. 0.],0.0
2414,2414,R5fkkdmXmc8,UC9lLCK5tLcOg8qKKjprYYnw,Que esos terroristas no venga a Latinoamerica fueraaaaaaaaaaaaaaaaaa! Piratas nefastos,terrorista venga latinoamerica fueraaaaaaaaaaaaaaaaaa pirata nefasto,[0. 0. 0. ... 0. 0. 0.],-1.0
2415,2415,R5fkkdmXmc8,UCZU_aWyx-0MHpX6qudFg9Eg,Llevadlo para Cataluña. Digo solo Digo.,llevadlo catalu digo solo digo,[0. 0. 0. ... 0. 0. 0.],0.0
2416,2416,R5fkkdmXmc8,UC5y1sS35tspr4cdi-kLI1Yg,La Monarquia Española Demuestra que la Ideología Franquista Nunca Desapareció. Siguen Defendiendo el robo y saqueo al Pueblo Español. .. Un Asco esta Monarquia...,monarquia espa demuestra ideolog franquista nunca desapareci siguen defendiendo robo saqueo pueblo espa asco monarquia,[0. 0. 0. ... 0. 0. 0.],-1.0
2417,2417,R5fkkdmXmc8,UCGX8T8QugCAPPEJaE24gbBg,"Si la monarquía no funciona por qué no eliminarla? Eso no implicaria mucho porque quedan los políticos de m... pero sería lo justo, digo",monarqu funciona eliminarla implicaria quedan tico justo digo,[0. 0. 0. ... 0. 0. 0.],-1.0
2418,2418,R5fkkdmXmc8,UCjBD5iFvkTeRrxih1TiwHdQ,El rey mas corrupto de España y quiere mandar a  callar a otro,corrupto espa quier mandar callar,[0. 0. 0. ... 0. 0. 0.],-1.0
2419,2419,R5fkkdmXmc8,UCsmxZHzgoF1Cwy37Iavxkqg,"Mentira, no hay ningún debate ni ninguna intención real. Se crea un ambiente de pseudodiscusión, así también fingimos que en este país hay democracia y se escucha a la gente, se deja que unos cuantos salgan a manifestarse, y luego ya se calma todo, sacan un problema nuevo y vuelta a la normalidad.",mentira ning debat ninguna intenc real crea ambient pseudodiscusi tambi fingimo democracia escucha gent deja cuanto salgan manifestars luego calma sacan problema nuevo vuelta normalidad,[0. 0. 0. ... 0. 0. 0.],-1.0
2420,2420,R5fkkdmXmc8,UC8wOQcKpcgYhuHjkRDhQSDg,La monarquía debe terminar así se acabarán el sueño tonto de los hispanistas de crear una unión hispana,monarqu debe terminar acabar tonto hispanista crear hispana,[0. 0. 0. ... 0. 0. 0.],-1.0
2421,2421,R5fkkdmXmc8,UCyAGXsYyCnMnoQNHnCdXl6w,"No hay debate, literalmente no hay debate porque no permiten votarlo",debat literalment debat permiten votarlo,[0. 0. 0. ... 0. 0. 0.],-1.0
2422,2422,R5fkkdmXmc8,UCXgVbfo0Qj_fC68v3EwXgDg,Que se valla pero que devuelva todo el dinero que robo,valla devuelva dinero robo,[0. 0. 0. ... 0. 0. 0.],0.0
2423,2423,R5fkkdmXmc8,UCwV9va8rJtiwENocx1ylIfA,Que debuelba lo que robo mas intereses de hay si puede irse....,debuelba robo interes pued irs,[0. 0. 0. ... 0. 0. 0.],0.0
2424,2424,R5fkkdmXmc8,UCF8AQQieV0CponyGEQ718_g,VIVA LA REPÚBLICA!,viva blica,[0. 0. 0. ... 0. 0. 0.],1.0
2425,2425,R5fkkdmXmc8,UCxwpOv30wvhvM-umB44MZrw,Ya no debería existir reinados en el mundo,deber existir reinado mundo,[0. 0. 0. ... 0. 0. 0.],0.0
2426,2426,t09TaBiN_sU,UCH2YSMbVY4tuF5EH7j8uzeA,"Grande Vox, viva España y viva el Rey! Abascal deberia ser el proximo presidente de España 🇪🇦",grand viva espa viva abasc deberia proximo president espa,[0. 0. 0. ... 0. 0. 0.],1.0
2427,2427,t09TaBiN_sU,UCPTVo-Ya0MCvMJKxDdh7RMQ,"Todos los Partidos Politicos de España, incluido VOX son traidores .",partido politico espa incluido traidor,[0. 0. 0. ... 0. 0. 0.],-1.0
2428,2428,t09TaBiN_sU,UCwpWYF1SOntp0cSCeTSJ5yA,"Tendrá que hacer algo, digo yo, si no para que esta?",tendr hacer digo,[0. 0. 0. ... 0. 0. 0.],0.0
2429,2429,t09TaBiN_sU,UCQl8JjXnbvxVwjGWQ4o5F_w,"Defender a la monarquía que defiende la agenda 2030 y después atacar la agenda 2030... Vox, os falla la coherencia flagrantemente. La cabeza de la nación es la nación, el pueblo que la compone, no el parásito que ni la defiende. Sois tan chusma parasitaria como los socialcomunistas (entre los que se incluyen el pp y c'). En España no hay ni un sólo partido liberal republicano (porque ni siquiera los que dicen ser republicanos, y que ahora gobiernan, están echando al parásito real, que les da ejemplo). ¿Será que no hay democracia, sino monarquía a secas? Piénsenlo... Luego querrán una Revolución Francesa, precisamente para extirpar un cáncer francés. De nada.",defend monarqu defiend agenda despu atacar agenda falla coherencia flagrantement cabeza naci naci pueblo compon sito defiend chusma parasitaria socialcomunista incluyen espa partido liber republicano siquiera dicen republicano ahora gobiernan echando sito real ejemplo democracia sino monarqu seca nsenlo luego querr revoluci francesa precisament extirpar ncer franc,[0. 0. 0. ... 0. 0. 0.],-1.0
2430,2430,t09TaBiN_sU,UC1wLEdwBaBbl5ZE0bd8nNbA,"😂😂😂que tonterías más grandes dice!!! claro que el P$O€ y POD€M€S son la ruina de España.... pero el Rey también !!! 😂😂 8 millones al año que nos cuesta y no hace nada !!!
Vox absurdo🤮",tonter grand dice claro ruina espa tambi millon cuesta hace absurdo,[0. 0. 0. ... 0. 0. 0.],-1.0
2431,2431,t09TaBiN_sU,UCWKwBwYNj0cdFC6VhHbLI_A,Viva España! Viva El Rey y Que Viva VOX!! 💚🇪🇸👑,viva espa viva viva,[0. 0. 0. ... 0. 0. 0.],1.0
2432,2432,t09TaBiN_sU,UCp0EKU4Qg-w_bORpeN7bVVQ,Yo.,,[0. 0. 0. ... 0. 0. 0.],
2433,2433,t09TaBiN_sU,UCQl8JjXnbvxVwjGWQ4o5F_w,LA DEFENSA DE LA MONARQUÍA ES Y SERÁ SIEMPRE EL ÚNICO Y MAYOR TALÓN DE AQUILES DE VOX.,defensa monarqu siempr nico mayor aquil,[0. 0. 0. ... 0. 0. 0.],0.0
2434,2434,t09TaBiN_sU,UCQl8JjXnbvxVwjGWQ4o5F_w,"MUCHA AGENDA ESPAÑA, PERO MIRÁIS A OTRO LADO CUANDO EL REY FELIPE VI APOYA LA AGENDA PROGRE 2030. ¿Y os vendéis como coherentes? Abascal apesta a incoherencia del pp y no puede evitarlo 🤦‍♂️",mucha agenda espa lado felip apoya agenda progr vend coherent abasc apesta incoherencia pued evitarlo,[0. 0. 0. ... 0. 0. 0.],-1.0
2435,2435,t09TaBiN_sU,UCc5qhwX8UpfYuOj1Y9bgRlw,y ahora por que no  valoran el discurso del navidad del rey ?,ahora valoran discurso navidad,[0. 0. 0. ... 0. 0. 0.],0.0
2436,2436,t09TaBiN_sU,UCgFmUdEQbeq9PtzTfYki9ig,Y por qué dicen que España es de primer mundo parece igual de tercermundista cómo Latinoamerica?,dicen espa primer mundo parec igual tercermundista latinoamerica,[0. 0. 0. ... 0. 0. 0.],0.0
2437,2437,t09TaBiN_sU,UChQ6PULsGmzB-fzz-j8ilTA,"Desde Argentina , viva el Rey de España .",argentina viva espa,[0. 0. 0. ... 0. 0. 0.],1.0
2438,2438,t09TaBiN_sU,UCbu7ZGAOJq_WHX-Wjg7HLpQ,"El rey no es la cabeza de la nación, es un globalista de la agenda 2030.",cabeza naci globalista agenda,[0. 0. 0. ... 0. 0. 0.],-1.0
2439,2439,t09TaBiN_sU,UCOVn_qla7orxdj8jD8OEdzA,"*EL REY FELPUDO VI YA NO MERECE SER REY DE ESPAÑA*
*ME ACUERDO CUANDO BALDUINO DE BÉLGICA SE NEGÓ A FIRMAR UNA LEY ABORTISTA.*",felpudo merec espa acuerdo balduino lgica firmar abortista,[0. 0. 0. ... 0. 0. 0.],0.0
2440,2440,t09TaBiN_sU,UCqzalBTmMwO9OjzCUOP-kGw,"Patriotas españoles defendiendo una monarquía francesa, curioso cuanto menos.",patriota espa ole defendiendo monarqu francesa curioso cuanto meno,[0. 0. 0. ... 0. 0. 0.],-1.0
2441,2441,t09TaBiN_sU,UCCmJE7Waq-of3Dxl5-KGDMQ,Vamos VOX!!!!,vamo,[0. 0. 0. ... 0. 0. 0.],0.0
2442,2442,t09TaBiN_sU,UCejWSj41DNJ13OY-iJ2vxOA,Hail,hail,[0. 0. 0. ... 0. 0. 0.],0.0
2443,2443,t09TaBiN_sU,UCPYOBpwFc5oF_yXr58heVfw,🇪🇸💚🇮🇨🐜,,[0. 0. 0. ... 0. 0. 0.],
2444,2444,t09TaBiN_sU,UCEe9-wYFdyiCzo8JqxFvkGw,"🙌🏻🙌🏻🇪🇸🇪🇸 🙌🏻🇪🇸🇪🇸🙌🏻🙌🏻
                   VOX",,[0. 0. 0. ... 0. 0. 0.],
2445,2445,t09TaBiN_sU,UCvXErBl0Hy_S-p8DAl2sYMw,"Y dale con el Rey..
Si tan importante es, ¿Por que no defiende a España?
Por qué homenajea a Azaña y permite desenterrar al Caudillo que les nombró Reyes?.
Venga yaaaa..",dale important defiend espa homenajea permit desenterrar caudillo nombr rey venga yaaaa,[0. 0. 0. ... 0. 0. 0.],0.0
2446,2446,D1s1gO_dJjI,UCXGGxjR0ynGw_aL2qg6fPNw,Vengo por la escuela xDDD,vengo escuela xddd,[0. 0. 0. ... 0. 0. 0.],0.0
2447,2447,D1s1gO_dJjI,UCdMvlHZ8vV5F2-W46Evl9Iw,:3,,[0. 0. 0. ... 0. 0. 0.],
2448,2448,D1s1gO_dJjI,UCRrya3vaEox5hSRarfl5rSw,A ver los comentarios,comentario,[0. 0. 0. ... 0. 0. 0.],0.0
2449,2449,D1s1gO_dJjI,UC0nqXVICN6UCpp71kdLHHGA,"Hola vengo de tu otro video, este yambien me sirve jajaja",hola vengo video yambien sirv jajaja,[0. 0. 0. ... 0. 0. 0.],0.0
2450,2450,p5awFrMOhu8,UCkh2i4imLJG5z_OtvBgSo0Q,Seamos trending topic los amantes de la historia porque #lahistorianosolosecuentaenloslibros﻿,trend topic amant historia lahistorianosolosecuentaenloslibro,[0. 0. 0. ... 0. 0. 0.],0.0
2451,2451,p5awFrMOhu8,UCO9cQ9FLGRRJs_t5QVm3mSQ,"Hablen de las insurecciones anarquistas, la declaración del estado catalán y la revolución asturiana de 1934 que precedieron al intento de golpe del ejercito nacionalista en 1936. También incluyan el inestable gobierno del frente popular, amenazado tanto por los anarquistas de la FAI como por la CNT y los Trotskistas, incluyan el asesinato de Calvo Sotelo, el líder de la oposición, los comunistas, anarquistas y radicales acabaron con la convivencia, de hecho, Francisco Largo Caballero amenazaba constantemente con una Guerra Civil como paso necesario hacia la dictadura del proletariado.",hablen insureccion anarquista declaraci catal revoluci asturiana precedieron intento golp ejercito nacionalista tambi incluyan inest gobierno frent popular amenazado anarquista trotskista incluyan asesinato calvo sotelo oposici comunista anarquista radical acabaron convivencia hecho francisco largo caballero amenazaba constantement guerra civil paso necesario hacia dictadura proletariado,[0. 0. 0. ... 0. 0. 0.],-1.0
2452,2452,p5awFrMOhu8,UCWCgyT7CR3rSVIHzAwLXEtg,Estas voces computarizadas no me molan nada.,voce computarizada molan,[0. 0. 0. ... 0. 0. 0.],1.0
2453,2453,p5awFrMOhu8,UC3eMNrCI8Lxz8bnGS93MK3Q,impresionante!,impresionant,[0. 0. 0. ... 0. 0. 0.],0.0
2454,2454,p5awFrMOhu8,UCkh2i4imLJG5z_OtvBgSo0Q,Gracias.,gracia,[0. 0. 0. ... 0. 0. 0.],0.0
2455,2455,p5awFrMOhu8,UCkh2i4imLJG5z_OtvBgSo0Q,Gracias y me alegro.,gracia alegro,[0. 0. 0. ... 0. 0. 0.],0.0
2456,2456,p5awFrMOhu8,UCkh2i4imLJG5z_OtvBgSo0Q,"¡¡¡Toda la historia de España en mi canal!!!
http://www.youtube.com/user/AvoHistoria
En este video os dejo la historia de España en el siglo  XIX y XX. Pasando por la primera república, la restauración monárquica, la segunda república, la guerra civil, la dictadura de Franco y la transición a la democracia. Espero que os guste y que me dejéis muchos comentarios.",toda historia espa canal http youtub user avohistoria video dejo historia espa siglo pasando primera blica restauraci rquica segunda blica guerra civil dictadura franco transici democracia espero gust comentario,[0. 0. 0. ... 0. 0. 0.],0.0
2457,2457,p5awFrMOhu8,UCkh2i4imLJG5z_OtvBgSo0Q,"Adela, me alegro de que te haya gustado, te recomiendo las dos partes anteriores, te gustaran. Gracias por tu aportación
",adela alegro gustado recomiendo part anterior gustaran gracia aportaci,[0. 0. 0. ... 0. 0. 0.],1.0
2458,2458,p5awFrMOhu8,UCc_ePs8wljFvjCrzsh0HdjA,"Muy interesante, me ha gustado mucho. Saludos Adela",interesant gustado saludo adela,[0. 0. 0. ... 0. 0. 0.],1.0
2459,2459,p5awFrMOhu8,UCjOa_mevpXJoEwnRlHrL0WA,haha me sirvio mucho el video y aprendi varias cosas like ;),haha sirvio video aprendi varia cosa like,[0. 0. 0. ... 0. 0. 0.],0.0
2460,2460,p5awFrMOhu8,UChEqmA7A6QPCShwC9ZvvTFA,Recomiendo este canal para los que quieran ser Hisstoriadores,recomiendo canal quieran hisstoriador,[0. 0. 0. ... 0. 0. 0.],1.0
2461,2461,dVznlZplKAI,UCzvn_bDTW5SMtIODnJAiijg,Vergonzoso! TVE manipuladora.,vergonzoso manipuladora,[0. 0. 0. ... 0. 0. 0.],-1.0
2462,2462,dVznlZplKAI,UCQMv6J-D6k81d983V11n3QQ,Tve a los pies de sanchez,pie sanchez,[0. 0. 0. ... 0. 0. 0.],0.0
2463,2463,dVznlZplKAI,UCP_jb3QeJ0IIpKTJTrAKTJQ,Ustedes deban arrepentir del sistema   Comunista  que quieren imponerle  al pueblo español que Pena,usted deban arrepentir sistema comunista quieren imponerl pueblo espa pena,[0. 0. 0. ... 0. 0. 0.],-1.0
2464,2464,dVznlZplKAI,UCNFebpLN5bRfZqkC6YewDbw,Vaya comentarios vomitivo y totalmente sectarios de nuestra tv pública. La mejor institución q puede controlar el gobierno para manipular a las masas.,vaya comentario vomitivo totalment sectario blica mejor instituci pued controlar gobierno manipular masa,[0. 0. 0. ... 0. 0. 0.],-1.0
2465,2465,dVznlZplKAI,UC4ASSKZdXUOVJojbvKeDOwA,Siento vergüenza de ser argentina.,siento verg enza argentina,[0. 0. 0. ... 0. 0. 0.],-1.0
2466,2466,dVznlZplKAI,UCuE2MqyhfYBAw5ailTW3dGg,Esta gentuza aún no ha comprendido que perdieron las elecciones.,gentuza comprendido perdieron eleccion,[0. 0. 0. ... 0. 0. 0.],0.0
2467,2467,dVznlZplKAI,UCKYHWrF4IXMxftLI-VmKDpg,Hola buenas tardes santa cruz Bailén  lo Borfapor ki si Bwede ayudarme  de eso lo. Bapiles Borki adinegado nosi Borki  X4886568B  nasimento 30/01/1982  tengo dos sentencia de Málaga 2009 otra sentencia de Madrid   nada lo Brisento renovación de 21/10/2016 sale desfavorable lo Brisento otro recurso nada sale sentencia 61 /20 lo desea nada lo Brisento otro recurso de apelación fenal desi ki no Borfapor si Bwides ayudarme  Motchas gracias,hola buena tard santa cruz bail borfapor bwede ayudarm bapil borki adinegado nosi borki nasimento sentencia laga sentencia madrid brisento renovaci sale desfavor brisento recurso sale sentencia desea brisento recurso apelaci fenal desi borfapor bwide ayudarm motcha gracia,[0. 0. 0. ... 0. 0. 0.],0.0
2468,2468,dVznlZplKAI,UCKYHWrF4IXMxftLI-VmKDpg,Hola,hola,[0. 0. 0. ... 0. 0. 0.],0.0
2469,2469,dVznlZplKAI,UCn8fTMMbjVhMl12_Q63RIZA,"Como se nota que rtv1 esta comprada por el socialismo. Que agonía,, 🤮🤮🤮🤮",nota comprada socialismo agon,[0. 0. 0. ... 0. 0. 0.],0.0
2470,2470,dVznlZplKAI,UCC--wpi-bEnuLzaQO2NS-gA,Normal que nivel freijo,normal nivel freijo,[0. 0. 0. ... 0. 0. 0.],0.0
2471,2471,dVznlZplKAI,UCBjZAQ1ysMLtVRncuXYRZuw,"Y este payaso que no soluciona nada !!!!... Que es complice de los otros ,que verguenza",payaso soluciona complic verguenza,[0. 0. 0. ... 0. 0. 0.],-1.0
2472,2472,dVznlZplKAI,UC-OVKp1HMMGnFTXdWc_Q-Tg,"Buen discurso de su majestad el rey.
Para expresarlo metafóricamente diría que la monarquía es como un paraguas que nos cubre a todos, repito, a todos los españoles, seamos de izquierdas, de derechas, de centro o no seamos de ninguna ideología.
Que tengamos monarquía por muchos años por el bien de la nación.
Viva España.
Viva el rey.",buen discurso majestad expresarlo metaf ricament monarqu paragua cubr repito espa ole izquierda derecha centro ninguna ideolog monarqu bien naci viva espa viva,[0. 0. 0. ... 0. 0. 0.],1.0
2473,2473,dVznlZplKAI,UCwkl3BS-M9JmuVO7nC1Xoew,"El Rey saluda en diferentes lenguas. Y en cambio los grupos políticos, no hacen acto de presencia.",saluda diferent lengua cambio grupo tico hacen acto presencia,[0. 0. 0. ... 0. 0. 0.],0.0
2474,2474,dVznlZplKAI,UCwkl3BS-M9JmuVO7nC1Xoew,Tampoco representa los pactos que se hacen a espaldas de los ciudadanos. Que tampoco representan a los ciudadanos.,tampoco representa pacto hacen espalda ciudadano tampoco representan ciudadano,[0. 0. 0. ... 0. 0. 0.],-1.0
2475,2475,dVznlZplKAI,UCrH7xFgOEp3J9CsLvyAqWbg,"AYUSO ,COÑO TERMINA DE DESCABEZAR ESE VIEJO BABOSO,   ,",ayuso termina descabezar viejo baboso,[0. 0. 0. ... 0. 0. 0.],-1.0
2476,2476,dVznlZplKAI,UCcGVSESK6Qxo2QP-rtGMfqQ,Me cago en dios dos minutos de aplausos,cago dio minuto aplauso,[0. 0. 0. ... 0. 0. 0.],-1.0
2477,2477,dVznlZplKAI,UCZEYlAOFp-vTB7TM0oQhziA,"Qué cultura quién sois vosotros para opinar solo estáis para informar con objetividad, seguro que el sobre que recibáis os merezca la pena",cultura opinar solo informar objetividad seguro recib merezca pena,[0. 0. 0. ... 0. 0. 0.],0.0
2478,2478,dVznlZplKAI,UCZEYlAOFp-vTB7TM0oQhziA,"Periodistas Cotorros, habla uno a uno parecéis que estáis en una escuela de primaria niños y niñas, locos y locas que falta de profesionalidad🐓🐓🐓👎👎👎 volver a la academia, a ver si allí os educan como periodistas",periodista cotorro habla parec escuela primaria loco loca falta profesionalidad volver academia educan periodista,[0. 0. 0. ... 0. 0. 0.],-1.0
2479,2479,dVznlZplKAI,UCCnYcxICh9pv9JZLlOA8Yww,"Viva España y Viva Nuestro Emperador Hispano Felipe VI, Rey de España y de todo el mundo Hispano, que acaso no se da cuenta España que sus reyes son admirados en el mundo, puesto que fue la única monarquía que paro la conquista para preguntarse si era correcto lo que hacían, acaso no es magnánima la monarquía española si fue la única que procuro los matrimonios mixtos y permitió el Mestizaje, acaso no fue la monarquía Hispánica la que suprimió la esclavitud desde el primer momento de la conquista de América y Oriente, por eso y más Vivan los únicos Reyes que deberían de prevalecer por siempre, que Viva los reyes de España, que Viva España y que Viva el Rey",viva espa viva emperador hispano felip espa mundo hispano acaso cuenta espa rey admirado mundo puesto nica monarqu paro conquista preguntars correcto acaso magn nima monarqu espa nica procuro matrimonio mixto permiti mestizaj acaso monarqu hisp nica suprimi esclavitud primer momento conquista rica orient vivan nico rey deber prevalec siempr viva rey espa viva espa viva,[0. 0. 0. ... 0. 0. 0.],0.0
