,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
2407,R5fkkdmXmc8,UCICKTphrl_A2qnSpRFP0gqA,"😒LOS MEDIOS TELEVISIBOS ESPANOLES ESTAN EN SHOCK 😝MIENTRAS ESPANA 
ESPERANDO PARA VER QUE ESTA PASANDO😟 SI EL REY EMERITO SE ESTSA CAGANDO
 Y PANALES DE ADULTOS NO LES ESTAN LLEGANDO😲 Y QUE EN VENEZUELA SE ESTA
 OCULTANDO POR EL BLOKEO QUE LES ESTAN DANDO😱 EMPALAGADO SE ESTA 
QUEDANDO  😱EN SANTO DOMINGO NO ESTA DISFRUTANDO DE UN LECHON AZADO😍 
MIENTRAS ISLENAS MIRANDO EN ENAGUAS BAILANDO DE VACASIONES ESTANDO😍 
MIENTRAS OTROS ESTAN DICIENDO EL VIEJO SINVERGUENZA REY EMERITO HESTA 
HULLENDO🤔 COMO HOUDINI POR ARTE DE MAJIA DEZAPARECIENDO Y DE NADIES 
😎SE ESTA ESCONDIENDO LA CORONA OPACADA POR EL EVENTO😷 VENTANDO PEOS 
AGUACATEROS QUERIENDO🤥 ENGANAR A EL MUNDO ENTERO Y MAS A LOS ESPANOLES 
QUE🤥 CREEN VIVEN EN UNA DEMOCRACIA SENORES COMO EL FLAUTISTA DE 
AMELIN🐀🐀 🐀🐀LES TOKAN HESA FLAUTA SIN FIN QUE😱😖 EN UN REYNADO HAY 
DEMOCRACIA UNA INMENZA FALACIA 🤔Y QUE EL REY EMERITO NO ESTA HULLENDO 
MIENTRAS🗣 TODOS LO ESTAN VIENDO NO ESTA CORRIENDO HULLENDO👁 OH 
ESCONDIENDO SOLO LA CORONA PROTEGIENDO💩💩💩 MIENTRAS NADIES LES ESTA 
CRELLENDO 👮MIRANDO UNA RATA DE CANDELA🔥 HULLENDO Y TODO EL MUNDO LO 
ESTAN VIENDO Y SU VOZ HOLLENDO😱 POR QUE NO SE CALLAN NO ESTOY 
HULLENDO💩💩💩😱 NI DE NADIES ESCONDIENDO NI COMO MUSSULINI ACAVANDO DE 
UN POSTE ELECTRICO COLGANDO 💩💩💩SOLO LA CORONA ESTOY 
CUIDANDO😎💩💩💩😎  JODERRRRRRRRRRRRR OSTIAS!!!!!! 
😱💩💩💩CARAJOOOOOOOOOOOOOOOOOOO!!!!!!!!!",[0. 0. 0. ... 0. 0. 0.],medio televisibo espanol estan shock mientra espana esperando pasando emerito estsa cagando panal adulto estan llegando venezuela ocultando blokeo estan dando empalagado quedando santo domingo disfrutando lechon azado mientra islena mirando enagua bailando vacasion mientra estan diciendo viejo sinverguenza emerito hesta hullendo houdini art majia dezapareciendo nadi escondiendo corona opacada evento ventando peo aguacatero queriendo enganar mundo entero espanol creen viven democracia senor flautista amelin tokan hesa flauta reynado democracia inmenza falacia emerito hullendo mientra estan viendo corriendo hullendo escondiendo solo corona protegiendo mientra nadi crellendo mirando rata candela hullendo mundo estan viendo hollendo callan hullendo nadi escondiendo mussulini acavando post electrico colgando solo corona cuidando joderrrrrrrrrrrrr ostia carajooooooooooooooooooo,-1.0
2408,R5fkkdmXmc8,UCmm5ZHLtHCSNXbPEiPW_OpQ,Acaben con eso vagos.que no hacen mattar.Elefantes ustedes mantienen esos sinvergüenzas.que trabajen para que se mantengan Leticia.es.Periodista que trabaje como Dios manda.,[0. 0. 0. ... 0. 0. 0.],acaben vago hacen mattar elefant usted mantienen sinverg enza trabajen mantengan leticia periodista trabaj dio manda,-1.0
2412,R5fkkdmXmc8,UCbM5d03vj3kNmYyJjw2t9rg,"ES UN INSULTO Y UNA AFRENTA A LOS PUEBLOS LATINOAMERICANOS LA EXISTENCIA DE LA MONARQUIA ESPAÑOLA MAXIMO SABIENDO QUE SU RIQUESAS ES FRUTO DE EL SAQUEO  DE NUESTROS PUEBLOS DEL CUAL LOS BORBONES SON CULPABLES, ABAJO LA MONARQUIA ESPAÑOLA Y QUE DIOS SE ACUERDE DE VIEJO EMERITO CULION Y MATAELEFANTES  Y DE TODA ESA GENTUZA QUE VIVEN A COSTAS DEL PUEBLO",[0. 0. 0. ... 0. 0. 0.],insulto afrenta pueblo latinoamericano existencia monarquia espa maximo sabiendo riquesa fruto saqueo pueblo borbon culpabl abajo monarquia espa dio acuerd viejo emerito culion mataelefant toda gentuza viven costa pueblo,-1.0
2414,R5fkkdmXmc8,UC9lLCK5tLcOg8qKKjprYYnw,Que esos terroristas no venga a Latinoamerica fueraaaaaaaaaaaaaaaaaa! Piratas nefastos,[0. 0. 0. ... 0. 0. 0.],terrorista venga latinoamerica fueraaaaaaaaaaaaaaaaaa pirata nefasto,-1.0
2416,R5fkkdmXmc8,UC5y1sS35tspr4cdi-kLI1Yg,La Monarquia Española Demuestra que la Ideología Franquista Nunca Desapareció. Siguen Defendiendo el robo y saqueo al Pueblo Español. .. Un Asco esta Monarquia...,[0. 0. 0. ... 0. 0. 0.],monarquia espa demuestra ideolog franquista nunca desapareci siguen defendiendo robo saqueo pueblo espa asco monarquia,-1.0
2417,R5fkkdmXmc8,UCGX8T8QugCAPPEJaE24gbBg,"Si la monarquía no funciona por qué no eliminarla? Eso no implicaria mucho porque quedan los políticos de m... pero sería lo justo, digo",[0. 0. 0. ... 0. 0. 0.],monarqu funciona eliminarla implicaria quedan tico justo digo,-1.0
2418,R5fkkdmXmc8,UCjBD5iFvkTeRrxih1TiwHdQ,El rey mas corrupto de España y quiere mandar a  callar a otro,[0. 0. 0. ... 0. 0. 0.],corrupto espa quier mandar callar,-1.0
2419,R5fkkdmXmc8,UCsmxZHzgoF1Cwy37Iavxkqg,"Mentira, no hay ningún debate ni ninguna intención real. Se crea un ambiente de pseudodiscusión, así también fingimos que en este país hay democracia y se escucha a la gente, se deja que unos cuantos salgan a manifestarse, y luego ya se calma todo, sacan un problema nuevo y vuelta a la normalidad.",[0. 0. 0. ... 0. 0. 0.],mentira ning debat ninguna intenc real crea ambient pseudodiscusi tambi fingimo democracia escucha gent deja cuanto salgan manifestars luego calma sacan problema nuevo vuelta normalidad,-1.0
2420,R5fkkdmXmc8,UC8wOQcKpcgYhuHjkRDhQSDg,La monarquía debe terminar así se acabarán el sueño tonto de los hispanistas de crear una unión hispana,[0. 0. 0. ... 0. 0. 0.],monarqu debe terminar acabar tonto hispanista crear hispana,-1.0
2421,R5fkkdmXmc8,UCyAGXsYyCnMnoQNHnCdXl6w,"No hay debate, literalmente no hay debate porque no permiten votarlo",[0. 0. 0. ... 0. 0. 0.],debat literalment debat permiten votarlo,-1.0
2427,t09TaBiN_sU,UCPTVo-Ya0MCvMJKxDdh7RMQ,"Todos los Partidos Politicos de España, incluido VOX son traidores .",[0. 0. 0. ... 0. 0. 0.],partido politico espa incluido traidor,-1.0
2429,t09TaBiN_sU,UCQl8JjXnbvxVwjGWQ4o5F_w,"Defender a la monarquía que defiende la agenda 2030 y después atacar la agenda 2030... Vox, os falla la coherencia flagrantemente. La cabeza de la nación es la nación, el pueblo que la compone, no el parásito que ni la defiende. Sois tan chusma parasitaria como los socialcomunistas (entre los que se incluyen el pp y c'). En España no hay ni un sólo partido liberal republicano (porque ni siquiera los que dicen ser republicanos, y que ahora gobiernan, están echando al parásito real, que les da ejemplo). ¿Será que no hay democracia, sino monarquía a secas? Piénsenlo... Luego querrán una Revolución Francesa, precisamente para extirpar un cáncer francés. De nada.",[0. 0. 0. ... 0. 0. 0.],defend monarqu defiend agenda despu atacar agenda falla coherencia flagrantement cabeza naci naci pueblo compon sito defiend chusma parasitaria socialcomunista incluyen espa partido liber republicano siquiera dicen republicano ahora gobiernan echando sito real ejemplo democracia sino monarqu seca nsenlo luego querr revoluci francesa precisament extirpar ncer franc,-1.0
2430,t09TaBiN_sU,UC1wLEdwBaBbl5ZE0bd8nNbA,"😂😂😂que tonterías más grandes dice!!! claro que el P$O€ y POD€M€S son la ruina de España.... pero el Rey también !!! 😂😂 8 millones al año que nos cuesta y no hace nada !!!
Vox absurdo🤮",[0. 0. 0. ... 0. 0. 0.],tonter grand dice claro ruina espa tambi millon cuesta hace absurdo,-1.0
2434,t09TaBiN_sU,UCQl8JjXnbvxVwjGWQ4o5F_w,"MUCHA AGENDA ESPAÑA, PERO MIRÁIS A OTRO LADO CUANDO EL REY FELIPE VI APOYA LA AGENDA PROGRE 2030. ¿Y os vendéis como coherentes? Abascal apesta a incoherencia del pp y no puede evitarlo 🤦‍♂️",[0. 0. 0. ... 0. 0. 0.],mucha agenda espa lado felip apoya agenda progr vend coherent abasc apesta incoherencia pued evitarlo,-1.0
2438,t09TaBiN_sU,UCbu7ZGAOJq_WHX-Wjg7HLpQ,"El rey no es la cabeza de la nación, es un globalista de la agenda 2030.",[0. 0. 0. ... 0. 0. 0.],cabeza naci globalista agenda,-1.0
2440,t09TaBiN_sU,UCqzalBTmMwO9OjzCUOP-kGw,"Patriotas españoles defendiendo una monarquía francesa, curioso cuanto menos.",[0. 0. 0. ... 0. 0. 0.],patriota espa ole defendiendo monarqu francesa curioso cuanto meno,-1.0
2451,p5awFrMOhu8,UCO9cQ9FLGRRJs_t5QVm3mSQ,"Hablen de las insurecciones anarquistas, la declaración del estado catalán y la revolución asturiana de 1934 que precedieron al intento de golpe del ejercito nacionalista en 1936. También incluyan el inestable gobierno del frente popular, amenazado tanto por los anarquistas de la FAI como por la CNT y los Trotskistas, incluyan el asesinato de Calvo Sotelo, el líder de la oposición, los comunistas, anarquistas y radicales acabaron con la convivencia, de hecho, Francisco Largo Caballero amenazaba constantemente con una Guerra Civil como paso necesario hacia la dictadura del proletariado.",[0. 0. 0. ... 0. 0. 0.],hablen insureccion anarquista declaraci catal revoluci asturiana precedieron intento golp ejercito nacionalista tambi incluyan inest gobierno frent popular amenazado anarquista trotskista incluyan asesinato calvo sotelo oposici comunista anarquista radical acabaron convivencia hecho francisco largo caballero amenazaba constantement guerra civil paso necesario hacia dictadura proletariado,-1.0
2461,dVznlZplKAI,UCzvn_bDTW5SMtIODnJAiijg,Vergonzoso! TVE manipuladora.,[0. 0. 0. ... 0. 0. 0.],vergonzoso manipuladora,-1.0
2463,dVznlZplKAI,UCP_jb3QeJ0IIpKTJTrAKTJQ,Ustedes deban arrepentir del sistema   Comunista  que quieren imponerle  al pueblo español que Pena,[0. 0. 0. ... 0. 0. 0.],usted deban arrepentir sistema comunista quieren imponerl pueblo espa pena,-1.0
2464,dVznlZplKAI,UCNFebpLN5bRfZqkC6YewDbw,Vaya comentarios vomitivo y totalmente sectarios de nuestra tv pública. La mejor institución q puede controlar el gobierno para manipular a las masas.,[0. 0. 0. ... 0. 0. 0.],vaya comentario vomitivo totalment sectario blica mejor instituci pued controlar gobierno manipular masa,-1.0
2465,dVznlZplKAI,UC4ASSKZdXUOVJojbvKeDOwA,Siento vergüenza de ser argentina.,[0. 0. 0. ... 0. 0. 0.],siento verg enza argentina,-1.0
2471,dVznlZplKAI,UCBjZAQ1ysMLtVRncuXYRZuw,"Y este payaso que no soluciona nada !!!!... Que es complice de los otros ,que verguenza",[0. 0. 0. ... 0. 0. 0.],payaso soluciona complic verguenza,-1.0
2474,dVznlZplKAI,UCwkl3BS-M9JmuVO7nC1Xoew,Tampoco representa los pactos que se hacen a espaldas de los ciudadanos. Que tampoco representan a los ciudadanos.,[0. 0. 0. ... 0. 0. 0.],tampoco representa pacto hacen espalda ciudadano tampoco representan ciudadano,-1.0
2475,dVznlZplKAI,UCrH7xFgOEp3J9CsLvyAqWbg,"AYUSO ,COÑO TERMINA DE DESCABEZAR ESE VIEJO BABOSO,   ,",[0. 0. 0. ... 0. 0. 0.],ayuso termina descabezar viejo baboso,-1.0
2476,dVznlZplKAI,UCcGVSESK6Qxo2QP-rtGMfqQ,Me cago en dios dos minutos de aplausos,[0. 0. 0. ... 0. 0. 0.],cago dio minuto aplauso,-1.0
2478,dVznlZplKAI,UCZEYlAOFp-vTB7TM0oQhziA,"Periodistas Cotorros, habla uno a uno parecéis que estáis en una escuela de primaria niños y niñas, locos y locas que falta de profesionalidad🐓🐓🐓👎👎👎 volver a la academia, a ver si allí os educan como periodistas",[0. 0. 0. ... 0. 0. 0.],periodista cotorro habla parec escuela primaria loco loca falta profesionalidad volver academia educan periodista,-1.0
2480,Apio2K-nS3o,UC-yPZD-ockD4MOgiJY_6Zlg,"Mal falsos no pueden ser ,  cualquiera se fían de los políticos quieren expulsar a la Monarquia y se ponen ha aplaudirles .",[0. 0. 0. ... 0. 0. 0.],falso pueden cualquiera tico quieren expulsar monarquia ponen aplaudirl,-1.0
2483,Apio2K-nS3o,UCVTUMD63UswKqyhkuOXUmpA,"Que vergüenza de discurso, qué vergüenza de este pobre y débil rey que antepone sus prebendas y beneficios al futuro de una  España unida y para todos los españoles, pobre infeliz que quizás piense que las fuerzas  destructivas de la izquierda no van a tocarlo, qué la monarquía perdurará a pesar de estos truhanes que llevan a la patria española a la desintegración. 
En mi opinión, o es un tonto pusilánime o una marioneta interesada .",[0. 0. 0. ... 0. 0. 0.],verg enza discurso verg enza pobr antepon prebenda beneficio futuro espa unida espa ole pobr infeliz quiz piens fuerza destructiva izquierda tocarlo monarqu perdurar pesar truhan llevan patria espa desintegraci opini tonto pusil nime marioneta interesada,-1.0
2484,Apio2K-nS3o,UC9Xmzr3RJLgyFwfEE9oE-sw,"El rey solo ha demostrado que no sirve para el cargo que ocupa 
Solo otro vividor más a mantener",[0. 0. 0. ... 0. 0. 0.],solo demostrado sirv cargo ocupa solo vividor manten,-1.0
2493,Apio2K-nS3o,UCS1A65wPa6vSHx2YNggZ6FQ,"Estamos jodidos.
La princesa va ha heredar Madrid y los alrededores.",[0. 0. 0. ... 0. 0. 0.],jodido princesa heredar madrid alrededor,-1.0
2497,Apio2K-nS3o,UCkCZeGvxYZpcSNyrQPmkOjw,SINVERGÜENZA 😡😤 CON EL PIN DE LA AGENDA 😈 FILIPON ERES ILEGÍTIMO,[0. 0. 0. ... 0. 0. 0.],sinverg enza agenda filipon ileg timo,-1.0
2498,Apio2K-nS3o,UCc2Od_G5ifO9ZyRzqWt9tAA,El rei me caia super bien pero eso era antes haora cada vez me cae peor igual k sanchez se pasa las lelles por los huevos k lo aga el tanbien y menos discursos y palabrerias lo k le inporta a los españoles son los echos y menos tucutucu 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,[0. 0. 0. ... 0. 0. 0.],caia super bien haora cada peor igual sanchez pasa lell huevo tanbien meno discurso palabreria inporta espa ole echo meno tucutucu,-1.0
2499,Apio2K-nS3o,UCPRncNtAEMkUQPDKfM4HO9w,"Hace falta un Rey que ponga fin, los desmanes de este presidente separatista comunista  , y que no respeta la Corona",[0. 0. 0. ... 0. 0. 0.],hace falta ponga desman president separatista comunista respeta corona,-1.0
2501,NTN84w_ALAg,UC3kZadBe-Q9QoTFfAXRB09w,Porque no han preguntado si creen que son necesarios para el Estado o son prescindibles?? Jajajaja alo mejor se sorprenden,[0. 0. 0. ... 0. 0. 0.],preguntado creen necesario prescind jajajaja mejor sorprenden,-1.0
2506,yn-R30kaHAs,UClOC8FKLethU23HT-NMbnYQ,"story short:

Ambas son el mismo marxismo, traen hambre miseria y muerte",[0. 0. 0. ... 0. 0. 0.],stori short amba mismo marxismo traen hambr miseria muert,-1.0
2509,yn-R30kaHAs,UCZhwmfNt9tpfqcs0lbXRyZw,"El hecho de que hayan colocado a Venezuela como país socialista y a China como país comunista en la portada demuestra un profundo desconocimiento de la actualidad, tal vez en algún momento de la historia lo fueron pero actualmente son capitalistas... por eso tome su 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",[0. 0. 0. ... 0. 0. 0.],hecho colocado venezuela socialista china comunista portada demuestra profundo desconocimiento actualidad momento historia actualment capitalista tome,-1.0
2510,yn-R30kaHAs,UCVtpMjHe6j7hg0jfQN85HnQ,AJAAJAJAJAJAJJAJAJAJ PURO PENSAMIENTO MÁGICO EN ESTE VIDEO…,[0. 0. 0. ... 0. 0. 0.],ajaajajajajajjajajaj puro pensamiento gico video,-1.0
2512,yn-R30kaHAs,UCz8YmUiS0RVMyfAUvAbd2wA,La misma mierda con diferente color.,[0. 0. 0. ... 0. 0. 0.],misma mierda diferent color,-1.0
2513,yn-R30kaHAs,UCR6KPr_eavbo1cTxRmVBuug,Solo el anarcocapitalismo funciona,[0. 0. 0. ... 0. 0. 0.],solo anarcocapitalismo funciona,-1.0
2514,yn-R30kaHAs,UCt5MGzBe9Sfu_gSfGNiAe9w,"Es como comparar una mierda de vaca con una mierda de caballo.... Que más da, es mierda",[0. 0. 0. ... 0. 0. 0.],comparar mierda vaca mierda caballo mierda,-1.0
2515,yn-R30kaHAs,UCHbw9en1s5e6QJywTars3FA,Gracias a esa peste Cuba y Venezuela dan pena con tanta pobreza y hambre.,[0. 0. 0. ... 0. 0. 0.],gracia pest cuba venezuela pena tanta pobreza hambr,-1.0
2516,yn-R30kaHAs,UCHbw9en1s5e6QJywTars3FA,"Ningunos de esos sistemas sirven son unas porquerias de sistemas, significan hambre, pobreza, esclavitud, violacion de los derechos de las personas, en fin dan asco mencionar esas pestes que son unas verguenzas para el mundo.",[0. 0. 0. ... 0. 0. 0.],ninguno sistema sirven una porqueria sistema significan hambr pobreza esclavitud violacion derecho persona asco mencionar pest una verguenza mundo,-1.0
2518,yn-R30kaHAs,UCRPzUNr7dycyf3TcFL2alVA,Es pobre es el pez el comunismo es el anzuelo y socialismo es la carnada,[0. 0. 0. ... 0. 0. 0.],pobr comunismo anzuelo socialismo carnada,-1.0
2519,yn-R30kaHAs,UCEpIk-f0wRl6pYFr7JKBd9g,El socialismo es la etapa previa al Comunismo 😑; se supone que ya establecido el socialismo todos los líderes deben desaparecer y todos vivamos en igualdad y ahí entonces es Comunismo; peeero; obviamente es una fantasía o utopía porque siempre termina en dictadores con todo el poder así que lo que deberíamos de hacer es prohibirlo tal como el Fascismo; porque EEUU 🇺🇸 es capitalista y los pobres tienen tarjetas food stamps para comida y seguros médicos sin embargo en los países comunistas la gente se está muriendo de hambre a tal punto que la frontera de Mexico 🇲🇽 con Texas está colapsado de tantos emigrartes de todo el mundo; hasta los chinos están llegando por ahí.,[0. 0. 0. ... 0. 0. 0.],socialismo etapa previa comunismo supon establecido socialismo dere deben desaparec vivamo igualdad entonc comunismo peeero obviament fanta utop siempr termina dictador poder deber amo hacer prohibirlo fascismo eeuu capitalista pobr tarjeta food stamp comida seguro dico embargo comunista gent muriendo hambr punto frontera mexico texa colapsado tanto emigrart mundo chino llegando,-1.0
2520,yn-R30kaHAs,UCbKjzOtutdLg3nLY8EjYQQA,"A ver porque no funciona y nunca funcionara ni el socialismo ni comunismo?, porque parte de una premisa errada, los seres humanos somos de conciencia independiente e inherente a un fin comunal, en otras palabras somos ""libres"", que todas las personas piensen en trabajar en el.bien de todos los demas es lo.mas absurdo, somos competitivos desde el.momento de la concepcion, ""gana el.mejor"". Y cada ser humano tiene sus propias metas y sueños, para que esa ciencia politica funcione tendriamos que ser robots.",[0. 0. 0. ... 0. 0. 0.],funciona nunca funcionara socialismo comunismo part premisa errada sere humano conciencia independient inherent comun palabra libr toda persona piensen trabajar bien dema absurdo competitivo momento concepcion gana mejor cada humano propia meta ciencia politica funcion tendriamo robot,-1.0
2523,yn-R30kaHAs,UClOnFbWUmyPST56OwDUKfMw,Si estos sistemas fueran efectivos porque su economia es tan mala?,[0. 0. 0. ... 0. 0. 0.],sistema efectivo economia mala,-1.0
2525,hgeYWh-k6SQ,UCMewzwdHIjkvF2o1sIjtw3g,el pasado de españa es una puta mierda. Da mucha verguenza ser español y europeo vaya puta chusma,[0. 0. 0. ... 0. 0. 0.],pasado espa puta mierda mucha verguenza espa europeo vaya puta chusma,-1.0
2527,hgeYWh-k6SQ,UCXvqvLhx3MyCSAirkxD1zKw,"es una simple caceria de brujas,  puro resentido social acusando a la pobre infanta, ojala el tribunal entre en razon porque es avergonzante ver a esos gays deseando ver a la infanta en prision.   no olvide ESPAÑA su pasado grande, solo por ajustarse a la degeneracion del postmodernismo pop, que todo lo vulgariza y ""democratiza""",[0. 0. 0. ... 0. 0. 0.],simpl caceria bruja puro resentido social acusando pobr infanta ojala tribun razon avergonzant gay deseando infanta prision olvid espa pasado grand solo ajustars degeneracion postmodernismo vulgariza democratiza,-1.0
2528,hgeYWh-k6SQ,UCpV3X619SU4RN28nUWtmOjA,siempre hay un comentario estupido,[0. 0. 0. ... 0. 0. 0.],siempr comentario estupido,-1.0
2529,hgeYWh-k6SQ,UCQ8EjBH4ChBvGHxIpJavehg,"El rey, un pobre hombre que se atrevió alzarle la voz al comandante de América, debe caer por tal ofensa ",[0. 0. 0. ... 0. 0. 0.],pobr hombr atrevi alzarl comandant rica debe caer ofensa,-1.0
2530,qHT9SJJJeL0,UCVh_HCn1KveKuVQcoHXgzKQ,Habla de los Pujol de todos los que tienes aquí que son los que te tienen que preocupar que son los que están arruinando a Cataluña y la mala imagen que están dando en toda España preocúpate primero de ESO,[0. 0. 0. ... 0. 0. 0.],habla pujol preocupar arruinando catalu mala imagen dando toda espa preoc pate primero,-1.0
