,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
715,u3wsGtoXfes,UCwsjOaZqhGHrJiER_R986rw,el resumen ptmmmm,[0. 0. 0. ... 0. 0. 0.],resumen ptmmmm,0.0
716,u3wsGtoXfes,UC3cvxc3BwnNLsRHnTRR2c4g,no ahhh eso esta muy largo,[0. 0. 0. ... 0. 0. 0.],ahhh largo,0.0
717,u3wsGtoXfes,UC3cvxc3BwnNLsRHnTRR2c4g,hagan resumen ash,[0. 0. 0. ... 0. 0. 0.],hagan resumen,0.0
718,u3wsGtoXfes,UCc4qfHsbBPPyC_FJTpeiPpw,A mí me ayudó mucho los libros de Christa Lay: Eres mujer eres Mujer superviviente.,[0. 0. 0. ... 0. 0. 0.],ayud libro christa mujer mujer supervivient,0.0
722,CmIc4nlubUY,UCF1lJ01tg3IZDhEsjcRiD_Q,Esta entrevista es oro puro. Da gusto oir a un psiquiatra forense hablando de estas cuestiones. Y lo grande es que las conclusiones del Dr. Gaona son 100% opuestas a las tesis de los políticos woke.,[0. 0. 0. ... 0. 0. 0.],entrevista puro gusto psiquiatra forens hablando cuestion grand conclusion gaona opuesta tesi tico woke,0.0
723,CmIc4nlubUY,UCzItmho_Ucs4DKOLZ_IM7Vw,"Claro que sí, las mujeres todavía algunas no nos hemos creído que el éxito económico y social sea el centro de nuestra vida y dejar de lado a nuestros hijxs , el feminismo de la igualdad y el sistema lo que le interesa es abandonar el cuidado,  para controlar a lxs menores mejor, crear una sociedad sin apego, des-madrada, salida de madre....es una trampa más en la que estamos cayendo....hay otros feminismos como el de la diferencia dónde lo femenino sea el centro de la sociedad ( el cuidado de las personas, de la tierra, se trataba de feminizar la sociedad no masculinizar a la mujer , competir con los mismos valores patriarcales que han llevado a la destrucción de la tierra y la ruptura del ser humano occidental",[0. 0. 0. ... 0. 0. 0.],claro mujer todav xito econ mico social centro vida dejar lado hijx feminismo igualdad sistema interesa abandonar cuidado controlar menor mejor crear sociedad apego madrada salida madr trampa cayendo feminismo diferencia femenino centro sociedad cuidado persona tierra trataba feminizar sociedad masculinizar mujer competir mismo valor patriarcal llevado destrucci tierra ruptura humano occident,0.0
724,CmIc4nlubUY,UCDbPyvdLEWR3xqFSKh7VBCw,Súper interesante todo...,[0. 0. 0. ... 0. 0. 0.],interesant,0.0
734,CmIc4nlubUY,UCnmlRQ6i6WisVzv9-KvgQ_A,Todo deben ser iguales como seres humanos si privilegios sin discriminar por raza se xo edad ... Acia hombre al igual que solo las partes interesadas deben ser conocedoras i no juicios de valor mediatizados para respetar la igualdad privacidad intimida honor de todos por igual,[0. 0. 0. ... 0. 0. 0.],deben igual sere humano privilegio discriminar raza edad acia hombr igual solo part interesada deben conocedora juicio valor mediatizado respetar igualdad privacidad intimida honor igual,0.0
741,hH2yunqTOPE,UCcu-bklpM-VzgVHpwLJaDNg,Like si viniste por la tarea,[0. 0. 0. ... 0. 0. 0.],like vinist tarea,0.0
745,hH2yunqTOPE,UCaUri9U1BQShAvdbXxlHoFA,"Y ¿a dónde recurrir en caso de padecer las 2,3,4,y 5 abusos de mi pareja",[0. 0. 0. ... 0. 0. 0.],recurrir caso padec abuso pareja,0.0
747,hH2yunqTOPE,UC-17DNMeYkRH_tz0cs_R2Xw,Yo vine por qué quería conocer los tipos de violencia para el ser humano no solo para las mujeres estudio al ser humano solo por qué quiero ser mejor ser humano y veo mis debilidades .,[0. 0. 0. ... 0. 0. 0.],vine quer conoc tipo violencia humano solo mujer estudio humano solo quiero mejor humano debilidad,0.0
748,hH2yunqTOPE,UCnMheZE6WC96w8R1iV3MmuA,"Excelente ayuda para todas las mujeres.
Me gustaria que opines en este video 👉 Condenan a sujeto por no prestar auxilio a mujer que era golpeada salvajemente 👈 
Ahi podrias ayudar a muchas MAS con tus conocimientos en el tema desde ya muchas gracias y me sumo a su canal. 👋",[0. 0. 0. ... 0. 0. 0.],excelent ayuda toda mujer gustaria opin video condenan sujeto prestar auxilio mujer golpeada salvajement podria ayudar mucha conocimiento tema mucha gracia sumo canal,0.0
749,hH2yunqTOPE,UCzcOn_5qF9z0aDrH33uT07w,Yo solo vine pa tarea :3,[0. 0. 0. ... 0. 0. 0.],solo vine tarea,0.0
751,hH2yunqTOPE,UCmSlyOZ6EmcjaBOLji1M65A,Muchas Gracias muy explicativo desde Venezuela -Maracaibo,[0. 0. 0. ... 0. 0. 0.],mucha gracia explicativo venezuela maracaibo,0.0
752,hH2yunqTOPE,UCFam6bSZueT8bo1SJIbKW9w,A dónde ir o como poder ayudar a mi hija,[0. 0. 0. ... 0. 0. 0.],poder ayudar hija,0.0
757,hH2yunqTOPE,UClcBitzt4kDeNRRejMEPC_A,Tere quien sea violento contigo lo hago polvo...,[0. 0. 0. ... 0. 0. 0.],tere violento contigo hago polvo,0.0
759,hH2yunqTOPE,UCf4uX7tIEhJTg-GONT9jhvw,"Tere 😍

Excelente vídeo! No hay que dejar de informar y actualizar sobre el tema hoy en día que está fuerte este tipo de problemas sociales.",[0. 0. 0. ... 0. 0. 0.],tere excelent dejar informar actualizar tema fuert tipo problema social,0.0
761,zFxNJwVNtHk,UCBBxEha00AVZarL8iNyujBg,"Y pensé que eran objetivos.. bueh, lástima",[0. 0. 0. ... 0. 0. 0.],pen objetivo bueh stima,0.0
764,qt2QRg1bD_s,UC0_KVfmwNUOy6snhPA6ceVA,Soy fan de esta mujer 💜💜💜,[0. 0. 0. ... 0. 0. 0.],mujer,0.0
765,qt2QRg1bD_s,UCBT-YHrVwdqr-OUpTTbgMDw,Nena tus amigas están solo que con tu pareja no podían estar duele mucho ver a tu amiga así te entiendo completamente yo también soy bulímica cuando quieras hablamos podemos nena,[0. 0. 0. ... 0. 0. 0.],nena amiga solo pareja duel amiga entiendo completament tambi mica quiera hablamo podemo nena,0.0
766,qt2QRg1bD_s,UCWQJFswJsjIwRH4K0KEBtVg,https://youtu.be/gmi6zOo2utU,[0. 0. 0. ... 0. 0. 0.],http youtu,0.0
767,qt2QRg1bD_s,UCFCEnCA_L1Wi5JZxX6QO6CA,"Niña,que yo me.tomo una tapa y lo que haga falta contigo . También estoy pasando por ahí....",[0. 0. 0. ... 0. 0. 0.],tomo tapa haga falta contigo tambi pasando,0.0
768,qt2QRg1bD_s,UCOJcHtG-k6JhHMqAgq-hFLw,Como te entiendo eres muy joven. Es tan duro verdad. No sabes como te entiendo . Que te digan que no valen para nada.. que eres una inutil. Que quien te va a querer a ti.,[0. 0. 0. ... 0. 0. 0.],entiendo joven duro verdad sabe entiendo digan valen inutil querer,0.0
771,qt2QRg1bD_s,UCRGXy1gqL53Gd3qX0wMflKw,Conozco ese sentimiento de desvalorización q te fincan....,[0. 0. 0. ... 0. 0. 0.],conozco sentimiento desvalorizaci fincan,0.0
776,qt2QRg1bD_s,UCJPupse4a5QAO5MR8v7wMhA,Tengo 29 años y he salido hace dos y estoy mal aún ...,[0. 0. 0. ... 0. 0. 0.],salido hace,0.0
778,qt2QRg1bD_s,UCeT2V2UWPP8nhuIXlOjKVtA,Cuando descubri las telenovelas me di cuenta lo enredosas que son las mujeres,[0. 0. 0. ... 0. 0. 0.],descubri telenovela cuenta enredosa mujer,0.0
780,qt2QRg1bD_s,UCmGo9G1c64D8LuGX7o4m_hA,"Hola Luisa!me siento identificada a ti ,como todos son iguales.",[0. 0. 0. ... 0. 0. 0.],hola luisa siento identificada igual,0.0
781,qt2QRg1bD_s,UC8GH_TkpANAQZAMdBJ0S6Ag,"Hola Luisa me siento muy identificada contigo, yo también soy una sobreviviente, mi caso fue muy fuerte por todo lo que me hizo pasar y hasta casi matar..
yo siempre he sido una persona muy fuerte y con mi mentalidad que jamás me iba a pasar y así empezó todo, haciéndote sentir pequeña, que si la ropa que si porque saludaba a los amigos, insultos, humillaciónes, control total manipulación, celos posesivos y luego ya rompiendo cosas hasta llegar a las manos, todo era psicológico y físico, también me rompió el movil para que no pudiera contactar con nadie pero mis amigas por redes sociales intentaron ayudarme hasta que en una ocasión que volvió a ir a por mí   logré escapar y rápidamente me ayudarán los especialistas, si es cierto que luego te vuelves más solitaria y desconfiada..
Todo esto me pasó en el 2016 con las denuncias, y la orden de alejamiento y aún así con todas las pruebas, aún estoy a la espera, los últimos juicios ni se presentó y preguntándome la fiscal que si sabía donde estaba el!!! Y ahora hace dos semanas que me acaban de llamar que tengo otro juicio en 2023 para flipar, cuando se va a acabar todo esto?? Donde está la justicia??? no hacen nada y el sigue suelto sin más, después de 
sentenciarle 9 años de cárcel.
ME GUSTARÍA CONTAR MI HISTORIA PARA QUE NO LE VUELVA A PASAR A NADIE MÁS.",[0. 0. 0. ... 0. 0. 0.],hola luisa siento identificada contigo tambi sobrevivient caso fuert hizo pasar casi matar siempr sido persona fuert mentalidad pasar empez haci ndote sentir pequ ropa saludaba amigo insulto humillaci control total manipulaci celo posesivo luego rompiendo cosa llegar mano psicol gico sico tambi rompi movil pudiera contactar nadi amiga rede social intentaron ayudarm ocasi volvi logr escapar pidament ayudar especialista cierto luego vuelv solitaria desconfiada denuncia orden alejamiento toda prueba espera ltimo juicio present pregunt ndome fiscal ahora hace semana acaban llamar juicio flipar acabar justicia hacen sigu suelto despu sentenciarl rcel gustar contar historia vuelva pasar nadi,0.0
786,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Por eso cuando una mujer me ordenó ayudarla con una caja, no lo hice.
Tenemos igualdad minina",[0. 0. 0. ... 0. 0. 0.],mujer orden ayudarla caja hice igualdad minina,0.0
787,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Revisando su vídeo.
Si son superiores en algunas actividades:
Box,futbol, basket, muchas,tenis, choferes
Otras son inferiores:
Gimnasia y patinaje.
Para pensar es la igualdad.
Por ejemplo por quién votarían en la política:
Hombre, mujer o un simio.",[0. 0. 0. ... 0. 0. 0.],revisando superior actividad futbol basket mucha teni chofer inferior gimnasia patinaj pensar igualdad ejemplo votar tica hombr mujer simio,0.0
792,BlXafWv5Nz8,UC6UIrb_wTtCYLht5nCPtOcA,Que viva Colombia 🤙😝,[0. 0. 0. ... 0. 0. 0.],viva colombia,0.0
796,BlXafWv5Nz8,UCa4CZ-9QMwHGL6vPU9OFRCg,Vengo a ver este video después de q a una chava dijera que asumí su género 😢,[0. 0. 0. ... 0. 0. 0.],vengo video despu chava dijera asum nero,0.0
797,BlXafWv5Nz8,UC6TFNv-Us4Zwyve-dwJ8geA,Me ví el vídeo para la tarea😂😂,[0. 0. 0. ... 0. 0. 0.],tarea,0.0
799,BlXafWv5Nz8,UC5TSEiILQ7-eK2IrdQJ3dig,😂😂😂 que webada,[0. 0. 0. ... 0. 0. 0.],webada,0.0
801,BlXafWv5Nz8,UCS5UihhEKRgdCyp9LY7XscQ,Que es la misandria?,[0. 0. 0. ... 0. 0. 0.],misandria,0.0
806,fN48ESWAa_g,UC4Qts7s5CUO7cu2xeQzqCHw,"No soy española, los reyes de españa tienen opinión en esto?  Los sistemas de salud estan hechos con campañas para prevenir embarazos en menores, para tratar de parar los contagios de ITS, y no se si esta señora sabe eso",[0. 0. 0. ... 0. 0. 0.],espa rey espa opini sistema salud estan hecho campa prevenir embarazo menor tratar parar contagio sabe,0.0
808,fN48ESWAa_g,UCQbsjpbwCf9i0GWpXYJDjpQ,"Los niños de DIOS, NO se TOCAN!!",[0. 0. 0. ... 0. 0. 0.],dio tocan,0.0
812,fN48ESWAa_g,UCCJ7-q-pN4bHboim1ehSVQA,Españoles y despues se qson muy occidentales,[0. 0. 0. ... 0. 0. 0.],espa ole despu qson occidental,0.0
815,fN48ESWAa_g,UCXe6MTUoWZ9HxtrBCmE5SMA,Yo con Irene Siempre,[0. 0. 0. ... 0. 0. 0.],iren siempr,0.0
816,fN48ESWAa_g,UCAL_FMNxmgd-oo2w5F_XCGw,"Irene Montero es muy progre, y los pogres siempre van a la vanguardia del mal",[0. 0. 0. ... 0. 0. 0.],iren montero progr pogr siempr vanguardia,0.0
817,fN48ESWAa_g,UCAL_FMNxmgd-oo2w5F_XCGw,"A ver, Irene no dice nada q no practique con sus propio hijos",[0. 0. 0. ... 0. 0. 0.],iren dice practiqu propio hijo,0.0
820,fN48ESWAa_g,UCzB5PbG9u_IW7aapS2g_nIw,"Y desde cuándo un niño tiene relaciones sexuales!!!...Y con su consentimiento???...Si ellos ni siquiera saben que es eso!!!..
Y aún cuando les explicarás lo que eso significa, no sentirían necesidad de experimentarlo!!!...
Porque son niños!!!..
Me pregunto si ella tiene o tendrs hijos...",[0. 0. 0. ... 0. 0. 0.],relacion sexual consentimiento siquiera saben explicar significa sentir necesidad experimentarlo pregunto tendr hijo,0.0
821,fN48ESWAa_g,UCtUEO6Y5OVw7qco_HTus2cw,"¿Un niño puede tener relaciones sexsuales? Irene Montero o como te llames, no se te ocurra acercarte a mis nietos.",[0. 0. 0. ... 0. 0. 0.],pued tener relacion sexsual iren montero llame ocurra acercart nieto,0.0
822,fN48ESWAa_g,UC5qlkrUaK5XhiAFlXH9yzTA,"SEGURO  QUE  PARA SU FAMILIA, ES, DIFERENTE",[0. 0. 0. ... 0. 0. 0.],seguro familia diferent,0.0
823,SXSatQE4Fpk,UCWpBYQF-ZuL6FQ05OIL9Yzg,"ENLACE A Cyberghost
https://www.cyberghostvpn.com/RomaGallardo",[0. 0. 0. ... 0. 0. 0.],enlac cyberghost http cyberghostvpn romagallardo,0.0
825,SXSatQE4Fpk,UCxJqwGQFbV1qGeEGRybUtRg,Jajajaja que absurdo,[0. 0. 0. ... 0. 0. 0.],jajajaja absurdo,0.0
826,SXSatQE4Fpk,UCJN25BAIvJG0xPs0VYpcbDw,No entienden nada esas chicas. Bajemos la vara en todo para que todos podamos hacer todo. Que los autos de carrera sean más lentos así puedo correr yo también; o que los boxeadores peguen más suave así puedo ser campeón mundial….ridículo lo de estas chicas.,[0. 0. 0. ... 0. 0. 0.],entienden chica bajemo vara podamo hacer auto carrera lento puedo correr tambi boxeador peguen suav puedo camp mundial culo chica,0.0
828,SXSatQE4Fpk,UC0AGSrz3WH3l3IPUfRHjs_w,Ni para que busco videos de humor… ver estas entrevistas me divierten mucho! Jajajaja … no se de donde saca tanta paciencia él,[0. 0. 0. ... 0. 0. 0.],busco video humor entrevista divierten jajajaja saca tanta paciencia,0.0
830,SXSatQE4Fpk,UCK6fGStwDpmJXOXp6YovrEg,la paciencia de este hombre es admirable asl;kdjfk;alf,[0. 0. 0. ... 0. 0. 0.],paciencia hombr admir kdjfk,0.0
831,SXSatQE4Fpk,UCK6fGStwDpmJXOXp6YovrEg,porque todas dicen q tienen un ejemplo pero no quieren darselo ./.,[0. 0. 0. ... 0. 0. 0.],toda dicen ejemplo quieren darselo,0.0
835,SXSatQE4Fpk,UCydBVJ9rGLau_q46g-BB6Og,Tremenda paciencia.,[0. 0. 0. ... 0. 0. 0.],tremenda paciencia,0.0
836,SXSatQE4Fpk,UCb0CqWNaR-DI1J-O8xvlSYQ,"En nombre de las mujeres que utilizan su cerebro de una manera distinta, pido perdón.",[0. 0. 0. ... 0. 0. 0.],nombr mujer utilizan cerebro manera distinta pido perd,0.0
837,SXSatQE4Fpk,UCFZg-b7oCGB4xKlQ2mc6Fgw,Tremendo la ignorancia de esta nueva generación,[0. 0. 0. ... 0. 0. 0.],tremendo ignorancia nueva generaci,0.0
838,SXSatQE4Fpk,UCPvbHRKYdHbyUR4A2-HdKqQ,"Pero que jovencitas más necias , cuanta paciencia crack.",[0. 0. 0. ... 0. 0. 0.],jovencita necia cuanta paciencia crack,0.0
839,SXSatQE4Fpk,UCKrkrGrVUUGFjwtfuuPH6Og,"Los entrevistados en este caso, saben el resultado de 2+2..? Estás chicas no tienen solución",[0. 0. 0. ... 0. 0. 0.],entrevistado caso saben resultado chica soluci,0.0
841,SXSatQE4Fpk,UCqKBbYPn2UoFnuFznyg0PLw,Jajaja como me hiciste reir😅😅😅,[0. 0. 0. ... 0. 0. 0.],jajaja hicist reir,0.0
845,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Por eso cuando una mujer me ordenó ayudarla con una caja, no lo hice.
Tenemos igualdad minina",[0. 0. 0. ... 0. 0. 0.],mujer orden ayudarla caja hice igualdad minina,0.0
846,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Revisando su vídeo.
Si son superiores en algunas actividades:
Box,futbol, basket, muchas,tenis, choferes
Otras son inferiores:
Gimnasia y patinaje.
Para pensar es la igualdad.
Por ejemplo por quién votarían en la política:
Hombre, mujer o un simio.",[0. 0. 0. ... 0. 0. 0.],revisando superior actividad futbol basket mucha teni chofer inferior gimnasia patinaj pensar igualdad ejemplo votar tica hombr mujer simio,0.0
851,BlXafWv5Nz8,UC6UIrb_wTtCYLht5nCPtOcA,Que viva Colombia 🤙😝,[0. 0. 0. ... 0. 0. 0.],viva colombia,0.0
855,BlXafWv5Nz8,UCa4CZ-9QMwHGL6vPU9OFRCg,Vengo a ver este video después de q a una chava dijera que asumí su género 😢,[0. 0. 0. ... 0. 0. 0.],vengo video despu chava dijera asum nero,0.0
856,BlXafWv5Nz8,UC6TFNv-Us4Zwyve-dwJ8geA,Me ví el vídeo para la tarea😂😂,[0. 0. 0. ... 0. 0. 0.],tarea,0.0
858,BlXafWv5Nz8,UC5TSEiILQ7-eK2IrdQJ3dig,😂😂😂 que webada,[0. 0. 0. ... 0. 0. 0.],webada,0.0
860,BlXafWv5Nz8,UCS5UihhEKRgdCyp9LY7XscQ,Que es la misandria?,[0. 0. 0. ... 0. 0. 0.],misandria,0.0
863,iMSSrzStP1E,UCdCsXVIv8S2nFtyfEexMTSA,"A los hombres tambien les pasa, aquí un servidor. No es agradable esos momentos",[0. 0. 0. ... 0. 0. 0.],hombr tambien pasa servidor agrad momento,0.0
866,iMSSrzStP1E,UC80R7enhXP9Cvlw5494QJug,"Total, las mujeres nunca ponen problema por nada",[0. 0. 0. ... 0. 0. 0.],total mujer nunca ponen problema,0.0
870,iMSSrzStP1E,UCw26F6MAOdMBp99wGMYYjTw,+ facts,[0. 0. 0. ... 0. 0. 0.],fact,0.0
871,iMSSrzStP1E,UC12qfiH-ZfQ1rq4UFPM58_A,"Una relación de pareja es compresión amor, tolerancia y Diálogo...nada que ver con querer controlar manipular y chantajear a nadie....",[0. 0. 0. ... 0. 0. 0.],relaci pareja compresi amor tolerancia logo querer controlar manipular chantajear nadi,0.0
878,iMSSrzStP1E,UCAEuy9uYGJoR6OAWQj1psbw,Jajajaj que payasada,[0. 0. 0. ... 0. 0. 0.],jajajaj payasada,0.0
880,iMSSrzStP1E,UCnTG5c1KcTtzSvPhtMy7vgw,https://youtu.be/iMSSrzStP1E,[0. 0. 0. ... 0. 0. 0.],http youtu imssrzstp,0.0
881,iMSSrzStP1E,UCuGjKIEYdbfRVos6txOGd-w,Ahora falta de una mujer a un hombre,[0. 0. 0. ... 0. 0. 0.],ahora falta mujer hombr,0.0
883,cojLhNcBdBU,UCOFagt4Jf07mZEKBIFFvVOg,Ay yo si diría eso en un escenario jajaja,[0. 0. 0. ... 0. 0. 0.],escenario jajaja,0.0
885,cojLhNcBdBU,UC2giD7rE_7sTzbsZdyEfutQ,"""claramente"", las personas tienen mucho tiempo libre.",[0. 0. 0. ... 0. 0. 0.],clarament persona tiempo libr,0.0
886,cojLhNcBdBU,UCtDqBokDdor1YNmJMc4kd3g,Es curioso que por qué me han advertido tanto lo de las redes que ahora cada que lo escucho me importa menos lo de los peligros,[0. 0. 0. ... 0. 0. 0.],curioso advertido rede ahora cada escucho importa meno peligro,0.0
887,cojLhNcBdBU,UC06wO3vovzkr44fZsJc9wMw,ALGUIEN DEL COLEGIO 13 LA RIOJAAAAAAAAAAAAAAAA,[0. 0. 0. ... 0. 0. 0.],alguien colegio riojaaaaaaaaaaaaaaaa,0.0
889,cojLhNcBdBU,UC06wO3vovzkr44fZsJc9wMw,Del colegio 13 eeeeee vamoooo 1A,[0. 0. 0. ... 0. 0. 0.],colegio eeeeee vamoooo,0.0
890,cojLhNcBdBU,UC06wO3vovzkr44fZsJc9wMw,DEL COLEGIO 13,[0. 0. 0. ... 0. 0. 0.],colegio,0.0
891,cojLhNcBdBU,UCiXkKDSQ4p5An5DZ97OlLJg,Es muy interesante como todo lo que uno puede publicar y ya no acordarse de lo que publican en las redes sociales,[0. 0. 0. ... 0. 0. 0.],interesant pued publicar acordars publican rede social,0.0
892,cojLhNcBdBU,UCnzwFzFQ7GSzxuSX8e2NTkg,OoO que interesante y perturbador a la vez 😢 es muy interesante está información y muy verdadera  jajaja ahora no subiré nada de mi 😐,[0. 0. 0. ... 0. 0. 0.],interesant perturbador interesant informaci verdadera jajaja ahora subir,0.0
893,cojLhNcBdBU,UCIxN1Sae_7ItOOG3Ef1yJxA,Las redes sociales no son confiables ya que cualquiera persona puede ver tu información y saber cosas personales,[0. 0. 0. ... 0. 0. 0.],rede social confiabl cualquiera persona pued informaci saber cosa personal,0.0
896,cojLhNcBdBU,UCtKQwpwmWJwdebKtpHpSLoQ,Es muy interesante lo que se puede hacer actualmente con la tecnología siempre y cuando tengamos en mente los peligros que se pueden correr al no saber ocuparla de la manera adecuada 👌,[0. 0. 0. ... 0. 0. 0.],interesant pued hacer actualment tecnolog siempr ment peligro pueden correr saber ocuparla manera adecuada,0.0
897,cojLhNcBdBU,UCy2QpgNos87hiRauu2_Va1g,"este nos muestra mucho de que hablar, al saber que gente puede saber cosas de ti con solo publicar fotos o algo",[0. 0. 0. ... 0. 0. 0.],muestra hablar saber gent pued saber cosa solo publicar foto,0.0
898,cojLhNcBdBU,UCCs0-rXsit9AxE7ce3b8qSA,Es muy interesante ver lo que realmente es la vida en las redes sociales 🤓👆,[0. 0. 0. ... 0. 0. 0.],interesant realment vida rede social,0.0
900,cojLhNcBdBU,UCq_0gpbbFmQOlxkecf7WhCA,"Las redes sociales pueden ser muy buenos amigos,pero aveces pueden ser muy peligrosas si no las sabemos utilizar",[0. 0. 0. ... 0. 0. 0.],rede social pueden bueno amigo avec pueden peligrosa sabemo utilizar,0.0
901,cojLhNcBdBU,UCHHP-7DYedv0oQgF5ju1F3g,Las redes sociales funcionaran depende el uso que uno les da siempre y cuando sea un bueno y de la manera correcta en las que las debemos de manejar,[0. 0. 0. ... 0. 0. 0.],rede social funcionaran depend siempr bueno manera correcta debemo manejar,0.0
902,llt2s1AFRAI,UCxQLkdFdYtlEnidiB76cuOQ,por dios que miedo,[0. 0. 0. ... 0. 0. 0.],dio miedo,0.0
906,llt2s1AFRAI,UCWENiiFMeTt6zhfdZdNwHMw,Por Dios que clase de emergencia es esa . Desde el primer timbre,[0. 0. 0. ... 0. 0. 0.],dio clase emergencia primer timbr,0.0
